id,platform,text,label_binary,split
H189,xhs,这么说的话 贫穷的我算什么玩意  究极贫困,0,val
H190,xhs,这个现象不解决，以后想搞垮诬陷一个明星那可太容易了，光是营销号恶意剪辑就已经不得了了，AI火上浇油生成一个“铁证”。。,0,val
H191,xhs,你好，你会骂人吗，我需要回怼别人,0,train
H192,xhs,地域歧视咋怼啊,0,train
H193,xhs,让它闹，有证据又怎么样？还能把你关进监狱里不成，你要在战略上蔑视他，对它不用那么讲客气，要啥证据啊。,0,train
H194,xhs,AI太恐怖了,0,train
H195,xhs,以后ai.造假一段视频，告诉你哪哪出什么不好的事了，舆论引导一下，又得民怨沸腾。要不就真事然后告诉你是ai。这东西就是潘多拉魔盒。打开了就关不上的,0,val
H196,xhs,不是拿ai贬低我喜欢的画手 拿ai侵权嘲我喜欢的配音演员维权小题大做的时候了“没有嘲贴主的意思，感慨一下终于有更多人抵制这无良ai了”,0,train
H197,xhs,抵制明星带货,0,train
H198,xhs,求寝室周围总有人吵怎么骂,0,val
H199,xhs,被人在评论区说嗦吧唧最狠了怎么回怼,0,train
H200,zhihu,那些小仙女最喜欢非洲酋长的公子哥们了，还喜欢主动献身倒贴??,1,train
H201,zhihu,easy girl嘛，都有专有名字了，可想这情况有多严重，虽然白人是主力，但黑人也能喝点汤,1,train
H202,zhihu,我们小区也有个金发碧眼的小萝莉 家长们都挺喜欢的 因为真的长的超级可爱 活像洋娃娃 而且人家父母都是高知分子 但是对那个没爹的混血小黑态度就不一样了??,1,val
H203,zhihu,用粤语屌他啊 小北那边也很多黑人 我经常用粤语屌他们,1,train
H204,zhihu,哈哈你看看自己说的是什么破玩意，先学学语文吧??,1,val
H205,zhihu,估计已经成了非洲某部落的第36号王妃,1,train
H206,zhihu,河南新疆回族人。。。。。。。。就真的没有一点办法了，，，3头不是人。。。哈哈哈哈哈,1,train
H207,zhihu,法国觉得你说的很赞??，还有中国那些没有爹的小黑也觉得??,1,val
H208,zhihu,别再问孩子的爸爸是谁，爸爸是在这个迪厅认识的，孩子是在这个迪厅怀上的，这个孩子就是大家的孩子，抓好脐带妈妈要开始蹦了……,1,train
H209,zhihu,现在笑话哥布林，以后这些哥布林就要霍霍我华夏大地了??，所以在恋爱阶段还是争取清出国门，留下的哥布林也争取抹杀掉,1,train
H210,zhihu,这是一个光荣的事情，请大胆的向你的家人，同学，朋友告知，并且通过微信、微博、抖音宣传，让他们都知道你有个黑色的玩伴！,1,train
H211,zhihu,北京天津那么多南方要饭的看不见啊,1,val
H212,zhihu,祝你成为人尽皆知的接盘侠,1,train
H213,zhihu,近代历史基本都是讲南方的，辛亥革命，清政府被推翻，两党建立，北伐军统一军阀。据我所知只有一个地方的人自卑的很，连张学良都能吹成“民族英雄”，毛和周当年最多就是看到张对党有贡献夸他一个民族英雄罢了。从人民角度来说，张在“江桥抗战”发了一个电报给马占山这个土匪自己带领的军队死守东北，自己却不支援。蒋张实属一丘之貉，一个民族罪人一个罪人,1,train
H214,zhihu,当然是特例，一般偷偷摸摸最多自己组小圈子玩，大部分普通女孩生怕被误会都不敢跟这些以前的小姐妹来往。。。敢跟嘿贵一起的肯定都是为爱不顾一切的，这个跟学历无关。反而家庭条件差的会更多看中物质，流水线女工不会欣赏他的甜言蜜语，她们对能不能开车接送会更有兴趣。就是少才稀奇，竟然有为抢嘿贵在学校门口打起来的。,1,train
H215,zhihu,无耻的学校领导，也不为自己后代积点阴德,1,train
H216,zhihu,没么的癨还给人解答呢，也配？回坑里和猪96去吧????,1,train
H217,zhihu,讲个笑话，这边有人讨外地媳妇，四川的都没人说什么，安徽的背地里要被冷嘲热讽死,1,train
H218,zhihu,话说回来你又能拿同性恋怎么样呢？？有本事使劲弄s他们啊。几千万个，慢慢来。反正对于你这种以强凌弱的，也就这些本事这种心胸了。,1,train
H219,zhihu,你们东北人最自卑了,1,train
H220,zhihu,值得批判！我不明白为什么人种没有生殖隔离呢？爱美之心人皆有之！一白遮百丑！美白，美白，美听说过美黑的。没见过黑人去选美的。,1,val
H221,zhihu,这种÷剩都懒得说它们省的龌蹉事,1,train
H222,zhihu,之前在哪听过一嘴，说杂交的不如纯种的好，还会弄出很多奇怪的病，智商还会迭代变低，这是真的吗？？,1,train
H223,zhihu,要是这些人不再祸害别人，那我倒是觉得挺好的，基因选择嘛，聪明人活下来，傻得慢慢就消失了,1,train
H224,zhihu,不跟他们接触就是最好的，都烦他们不是没有原因。,1,train
H225,zhihu,找黑人作男朋友的女生真的应该好好调查，踩雷机会太大，珍惜自己，善待亲人。,1,train
H226,zhihu,现在大多数中国女性是整个国家的负担,1,train
H227,zhihu,你好棒棒呀 知道的真多你家那片还有井盖吗,1,train
H228,zhihu,浙江。。。八山一水一分田 改开前穷的排队去江西要饭的历史是忘了。1978年杭州GDP不如唐山。不知道哪来的什么自古富裕。就算现在，也就是一堆破厂子而已 有点小土豪 没什么文化，受教育程度全国倒数。直辖市谁看得上他们啊HH,1,train
H229,zhihu,经典，某某地全是鸡??这种人什么成分不用多说,1,val
H230,zhihu,中国女人只要跟H人结婚，在F洲待上几年，她感染艾滋病的概率基本上100%，因为H人特殊的社会文化。她的老公会去找好几个本地女朋友，然后这些本地女朋友也会有好几个男朋友。就像一张网一样。这就是他们这些国家艾滋病感染率30%-50%的原因。,1,val
H231,zhihu,黑人的好人大多在电影里，坏人在现实中。,1,train
H232,zhihu,哈哈哈 你是揣着明白装糊涂吗 有不少媚黑女嘲笑国男几把小呢,1,train
H233,zhihu,黑灯瞎火又能做什么正经事??,1,train
H234,zhihu,就是尼玛的瞎好，一群gay不挑人,1,train
H235,zhihu,只能说国女被宠坏了,1,train
H236,zhihu,哈哈，金庸的文字真是绝了。媚外女还不如丽春院的,1,train
H237,zhihu,广西人有东南亚爪哇矮黑人特征，扁鼻子大鼻孔凸嘴+个子矮小，反正不喜欢东南亚人,1,val
H238,zhihu,你可能看不到黑人对你女友玩得有多花,1,train
H239,zhihu,谁家街留子要这玩意，要了马上就降两档次,1,train
H240,zhihu,作为新时代独立女性为了争取权利，那为什么不告诉现男友?怕国人不要你?别怕啊嫁去巴基斯坦啊,1,train
H241,zhihu,我相信答主代表了大部分人的想法，就是反感还不让说了？天天要求别人认同你的病态本身就是一种病态，你先去问问你父母接不接受再来回答,1,train
H242,zhihu,不要太想当然了，各大平台炫耀黑人伴侣的，99以上是女的，80以上赖在娘家。,1,train
H243,zhihu,男性骑洋马：她熊大，她腿长，她屁股翘，她长得漂亮女性挨洋(黑)枪：他是布尔人??,1,train
H244,zhihu,上海人不就那样吗？,1,train
H245,zhihu,韩国是正面刚 给母狗刚到废,1,train
H246,zhihu,好多买媳妇都是东南亚和朝鲜的吧，最起码不是黑人,1,val
H247,zhihu,能出国的确实这样，知乎说的属于国内城乡结合部三本大学生,1,train
H248,zhihu,黑东北的广东第一名,1,train
H249,zhihu,我觉得一定是安徽人装上海人的原因??,1,val
H250,zhihu,"“男人可以媚黑女人不行的问题，那你怎么说服她们,她们看了不管心里怎么想黑人肯定跟你刚,你可以换位思考下”我就是你说的这种心态，我讨厌双标男胜于讨厌黑人，毕竟黑人这种生物不接触就可以避免了，但这种双标男知乎到处都是，不停的给人洗脑男女有别",0,train
H251,zhihu,你这话说白了不还是把女性当做物品吗？双标就是双标，为双标找理由总会有的。嫁给黑人男性的女性都受到什么侮辱我是看在眼里，什么对不起列祖列宗，污染华夏血统啊，中国要黑化啊。。。结果到男性这边就是情有可原？恕我直言，中国姑娘都嫁给中国男人也还是有光棍，这是重男轻女的孽可不能女人来背,0,val
H252,zhihu,这么优秀的黑人找个这么丑陋的国女 不信 感觉严重造谣,0,train
H253,zhihu,跪族篮孩居然歧视黑人，好奇怪的现象。,0,train
H254,zhihu,没强求接受，但至少不要歧视,0,train
H255,zhihu,我说了不是钓鱼！,0,train
H256,zhihu,跟那种人你说不明白的，抱抱你,0,train
H257,zhihu,我也同意这个观点,0,val
H258,zhihu,给中国女孩按eg的是那些外国人????怎么又是我们背锅了????太牛了,0,train
H259,zhihu,虽然黑人唱Rap比国内的rapper们正宗些，但本身这种音乐形式就偏小众，不存在什么特殊的享受吧,0,train
H260,zhihu,安徽人路过，感谢江苏兄弟为老家打CALL,0,train
H261,zhihu,最后两个的顺序可以斟酌的。,0,train
H262,zhihu,学好马克思主义回去建设你的祖国！,0,train
H263,zhihu,反向操作去喜欢中国的地方留学不就行了,0,train
H264,zhihu,哎不对啊，明明是你总刷到这类，要喜欢也是你喜欢吧。我都没刷到过这类内容我何来喜欢之说?,0,train
H265,zhihu,河南老乡前来报道,0,val
H266,zhihu,我接触的河南老哥虽然有时候拎不清，但是实在是真实在，不好吹牛真是非常优良的品质,0,train
H267,zhihu,也可以说，大多数中国人祖先都是古河南人。,0,train
H268,zhihu,河南是中原，华夏之源，我觉得挺好一地方，郑州洪水里人也很热情善良，为什么被黑啊??,0,train
H269,zhihu,你说得国是指大宋吗？??就是被金干得皇上都没了的那个,0,val
H270,zhihu,属实是叠buff了,0,train
H271,zhihu,我是韩国人，请问这是真的吗??我很震惊,0,train
H272,zhihu,??这是客观的态度,0,train
H273,zhihu,你是汉族吗,0,train
H274,zhihu,我觉得南京环境方面是不行，我在南京念书，家在常州这边，灰挺多的,0,train
H275,zhihu,台湾这两年人均gdp暴增。。。。,0,train
H276,zhihu,俺也一样??,0,train
H277,zhihu,原来大国气度是接盘??,0,train
H278,zhihu,任何话都有一定道理的??????,0,train
H279,zhihu,??共产主义社会（Communist Society）是指在高度发达的社会生产力和广大共识范围，人们科学文化水平和思想觉悟，道德水平极大提高的基础上，实行各尽所能、按需分配原则的劳动者有序自由联合的社会经济形态。在那里，每个人的自由发展是一切人的自由发展的条件。,0,val
H280,zhihu,看了好几个，这是唯一一个比较中肯的，都什么年代了，人只要能承受后果，自己做选择，想找谁找谁,0,train
H281,zhihu,我没有老攻??????,0,train
H282,zhihu,最后两句话含义深重,0,val
H283,zhihu,来自东北的西安慢摇??????,0,train
H284,zhihu,前面还很同情你 看到高考加分我绷不住了??,0,train
H285,zhihu,我是青海的，确实很少被黑。不过，我想说，青岛那个海叫黄海。,0,train
H286,zhihu,广西风景棒??,0,train
H287,zhihu,瓜尔佳氏文鸳,0,train
H288,zhihu,你们高兴就好.,0,train
H289,zhihu,带上我，老铁,0,train
H290,zhihu,唉，不得不说彼此都任重道远啊,0,val
H291,zhihu,还有好多东北人说《南方周末》是江浙的。东方卫视是广州的。实在是无力解释。[摊手],0,train
H292,zhihu,_x005f_xDD14__x005f_xD83E_为什么我这里显示12个评论，点开却就5个？？,0,train
H293,zhihu,你哪来的结论，我实际考察了四川各大高校根本不是。,0,val
H294,zhihu,是都有很多中国女友????,0,train
H295,zhihu,你说的这个微博上曝光过……,0,val
H296,zhihu,三民主义就有民族主义。,0,val
H297,zhihu,的确，这个才是重点,0,train
H298,zhihu,明 治 维 新,0,train
H299,zhihu,不好意思 我家庭完整 且很幸福,0,train
H300,wb,票价还包含了高铁列车更换成本，小仙女下次坐车时，可以把车厢砸了,1,train
H301,wb,和街边的中专妹一样，不过换了身衣服上台唱了点自己改编的自我感觉很好的糖比歌。能改出这种歌的家里得请高人了,1,train
H302,wb,希望你以后身上流血也没人管哦bro,1,train
H303,wb,李荣浩自己发文承认的呀，原来初二学生的发文连自己的粉丝都不愿意看，哈哈哈哈哈,1,train
H304,wb,你觉得你有我富吗 笑死我辣哈哈哈哈哈哈哈这么低脂的发言居然2026还能听到,1,train
H305,wb,所以你就是奇葩的小仙女一类,1,train
H306,wb,这个人说不过我就开始捂嘴哈哈哈哈哈某贷款天后粉丝画像极其精准,1,train
H307,wb,这句我爆笑真的哈哈哈哈哈哈哈难怪是初中就辍学的人实在太中二了，正好他是初二就不上了吧哈哈哈哈哈哈哈哈小说看多了，是不是要叫他一声师尊，荣浩上仙才行啊？逗死我了哈哈哈哈哈哈哈,1,train
H308,wb,不愧是粉丝自封的新生代天后啊，演唱会门票价格快赶上陈奕迅了。这么厉害的歌手，一定有很多脍炙人口的歌吧,1,train
H309,wb,这精神状态绝对跟华晨宇是天生一对，月老都拆不上他们,1,train
H310,wb,哈哈我从来不买火车上的东西，不提供你以为，为难到我了嘛！还是难道你这个不能自理的巨婴…哈哈哈哈哈,1,train
H311,wb,笑吐了，送进去哈哈哈哈，先回去上学吧,1,train
H312,wb,笑死我了，评论区粉丝说，全是原唱，就是没原创哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1,train
H313,wb,终于可以说单依纯唱的李白是一坨了，还有之前唱的那个，不知道是一群什么成分的东西搁哪里维护,1,val
H314,wb,我一直觉得她唱歌??还是可以的，声音好听，没想到她舞台表演业务能力连三岁儿童都比她协调她的动作?上唱的这首歌，我滴乖乖，简直辣眼睛??,1,train
H315,wb,好一波热搜啊明眼人一看就懂呵呵,1,train
H316,wb,纯妹妹的水军发力了,1,train
H317,wb,bro又下半身代替大脑思考，小脑顶替大脑了,1,train
H318,wb,合着没解约又好上了呀没问题的时候，妹妹是大女主是总策划是独立了，有问题的时候，都是公司的问题，是白木的问题，妹妹什么都不知道搞半天原来都是挂名，都是人设,1,train
H319,wb,你不是说单是特别好的宝宝吗 左右脑互搏吗姐妹,1,train
H320,wb,难不成她就是李健眼中的清纯小女生？李健老花了……,1,train
H321,wb,我发现wb的250也很多耶,1,train
H322,wb,笑了这也能洗 她是当天决定要唱李白的是吧 整个公司没一个人有点版权意识 点进去看还真是个粉丝 好笑,1,val
H323,wb,退粉丝相应的门票费啊 她什么损失都没有 脸皮厚就硬赚一波 粉丝好的安慰她别哭呢 哈哈哈 笑死,1,train
H324,wb,给自己取的主页简介还挺到位的啊疯??,1,train
H325,wb,那慕容复属于本色出演了,1,train
H326,wb,是真的哈哈哈哈哈哈哈头一天粉丝还发帖吹总监制，现在出事了就是挂名,1,train
H327,wb,有点像乡村里的跳大神，哈哈哈,1,train
H328,wb,哈哈哈，原来他粉丝养出来蛊啊，难怪这么疯,1,train
H329,wb,对啊，原唱版本超好听，这歌也有快30年了，原唱很有节奏感，很轻快的歌曲，被她妖魔化了,1,val
H330,wb,我打个游戏想做一下游戏任务都偶尔会刚开局就发现任务道具忘带了，被迫打完再开一把，不像姐姐这么聪明，一定是一辈子都不会犯错不会忘事的圣人吧哇塞，这么完美的圣人生活在我身边呢，我太荣幸了捏??,1,train
H331,wb,听说话得70了吧，老头了还不消停，可真恶心,1,train
H332,wb,垃圾！渣男！,1,train
H333,wb,你这种就是正宗垃圾瘪三,1,train
H334,wb,太假了怎么可能不知道，真的是恶心的一批,1,val
H335,wb,你们女权主义也很离谱的一件事，喜欢攻击别人的妈妈，好像一个女性只要生育，只要生育一个被批判的人，那这个女性就有罪，说实话，你们眼里到底什么是女性，就跟白种人眼里白人才算人一样，你们眼里的女性只有高收入高智商刷小红书才是女性是吗??,1,train
H336,wb,最恶心说我都知道错了还要怎样？说什么杀人不过头点地,1,val
H337,wb,素质真低,1,train
H338,wb,单被骂那是活该，李被骂是无妄之灾，是单的粉丝太恶心,1,val
H339,wb,你也够恶心,1,val
H340,wb,不是我地域攻击，但是某个区域的人，真的是大多数都是垃圾，他们做的事实在是让人不齿,1,train
H341,wb,面相就让人恶心,1,train
H342,wb,素质好低啊啊,1,train
H343,wb,翻唱的让人恶心,1,val
H344,wb,别跟他讲道理，脑子瓦特了，你给他讲东，他非得朝西，纯纯搞你心态，就这么恶心人吗单依纯的粉丝，为了维护自己主子，开始了，果然有其主必有其仆,1,train
H345,wb,活该小偷就该人人喊打，不偷东西没人骂她,1,val
H346,wb,双标这一块，等下就有人来骂你了，卖女贼，bro 你 一点都不尊重女性，bro 你怎么敢假定一个人的性别啊？搞女性歧视的坏 bro，来不来月经啊你？谁教你喊女性 bro 的,1,train
H347,wb,这话她说的就能体现她素质不咋地 她又不用屁眼子唱歌 还夹着屁股唱 真恶心,1,val
H348,wb,那有点恶心了 凭啥小羊高人一等 赔不起就不赔了啊,1,train
H349,wb,还要配备byt，各种型号花色都要有，方便哪个bro痒了套上踩几脚解解痒,1,train
H350,wb,列车员不来月经吗？负责收拾的发不了声的清洁阿姨不来月经吗？舆情闹成这样，又有一个清洁女工要失业了，你们怎么不心疼啊？怎么这么双标啊,0,train
H351,wb,你没听过他几年前在粉群里骂大粉的录音吗，也很炸裂，还被粉丝告了，法院还判他赔偿和道歉。,0,train
H352,wb,那就说明有些铁路老爷们落后呀，为什么别的地方能卖他不能卖。这能说明你说的不赚钱？你说有地方卖了，不好卖，又不卖了，是哪里，你说出来，这才能说明不赚钱。你说得出来吗？一天天就会放屁。还有，你看不懂反讽是因为你制杖呀，如果有女人卖得贵才是真的在抱怨，有一个吗？你找出来呀？,0,val
H353,wb,有好多营销号水军带节奏，估计是得罪人了，趁这个机会把事情搞大。版权问题很正常，赔偿就好了，全网网暴也是太恐怖了。,0,train
H354,wb,本来就是，她又不是靠给人写歌出来的的！李本来之前就是写歌的！后面才慢慢开始唱，再到后面上歌手火的！那英，蔡依林，张惠妹她们的歌你能说出几首她们自己写的！真的对年轻女歌手太mean了！这是恶心的饭圈,0,train
H355,wb,“需要我说说吗？你承受的住吗？”这句话才是恐怖??,0,val
H356,wb,不是哒 这是慕容复！！ 神仙姐姐王语嫣的表哥！！,0,val
H357,wb,可是我有跟我偶像合影也，在澳大利亚的演唱会呢，你要看合影吗？嘻嘻，我可以私信你哦！,0,train
H358,wb,好一个经典的才几岁！！！真的厉害了,0,val
H359,wb,@元气恢复中677 老师。这个人是郑州的，她要收票,0,val
H360,wb,这是他魔改后的，原本范晓萱不是这样唱的，很有灵气,0,train
H361,wb,天龙八部的时候我一直get不到这种颜 还是觉得林志颖更好看 和刘亦菲也更配,0,train
H362,wb,纯妹妹，哈哈哈。,0,train
H363,wb,滤镜破碎。。。。看天龙八部可喜欢他了觉得好帅。。。,0,train
H364,wb,塑料纸垫一下哈哈 哈哈哈 哈哈哈哈 哈哈哈哈哈 你给了我这一天的笑点,0,train
H365,wb,哈哈哈原唱是李健嘛？,0,train
H366,wb,哈哈哈哈哈哈求求了谁来找个法师超度一下吧,0,train
H367,wb,多新鲜，让他也复活来维权吧哈哈哈哈哈哈哈,0,train
H368,wb,那确实没你主子心平气和哈哈哈哈哈哈哈 查看2张图片,0,train
H369,wb,哈哈，同名同姓,0,train
H370,wb,甜甜哒小雯姑娘,0,train
H371,wb,哈哈哈哈哈 那我也想要,0,train
H372,wb,这是艺术，哈哈哈哈哈,0,train
H373,wb,华晨宇好像给那个电影里唱的片尾曲还挺好听的，整体啥样不清楚,0,train
H374,wb,算了吧 华晨宇至少是真有天赋 自己写歌 早期歌真的挺好听 再怎么也属于她前辈 她还配不上相提并论吧,0,train
H375,wb,四面台顶级舞美音响 还是这么厉害的歌手 超级值呀 还有低价票档完全全覆盖,0,train
H376,wb,图 5 仿佛看到了老了的那个谁（最近老上热搜那个）,0,val
H377,wb,真的呀那谢谢你还特意了解咯,0,val
H378,wb,送进去哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,val
H379,wb,小魔女范晓萱的歌啊～～～～,0,train
H380,wb,那很肥美了朋友,0,train
H381,wb,1580郑州原价票，就在你评论底下啊,0,train
H382,wb,bro看来是很爱红爷了,0,train
H383,wb,哈哈哈哈哈闻闻你的张 bro 吧，凉透透了呜呜呜,0,train
H384,wb,是的，原唱范晓萱,0,train
H385,wb,哈哈哈哈哈 就是的 你的评论我喜欢你的私信记得关,0,train
H386,wb,要2000还是要500哈哈哈哈哈,0,train
H387,wb,哈哈哈哈哈哈哈草,0,train
H388,wb,尼的??跟名字绝配配～,0,train
H389,wb,图她想唱这首火的歌啊 她自己没几首啊 只能唱翻唱啊 她跟公司一头的 你别傻了,0,train
H390,wb,他确实眉眼很好看,0,train
H391,wb,我看的林俊杰 周兴哲 邓紫棋的全都是拿身份证进的 只有23年看薛之谦那时候还会邮寄门票是我收的,0,train
H392,wb,哈哈哈哈哈,0,train
H393,wb,以前还觉得他挺好的，必竟当初拒绝刘亦菲,0,train
H394,wb,哈哈哈哈哈哈,0,val
H395,wb,这个数据可以看到吗？如果能看到，就应该知道到底卖的多不多了吧，这还是上海，消费力比较高的地方,0,train
H396,wb,我很喜欢表哥的戏，别塌房了啊,0,val
H397,wb,不是之前小杨哥家先爆出来的，现在雨姐查出，小杨哥没事了,0,train
H398,wb,辛巴他妈也卖过同款,0,train
H399,wb,哈哈哈～太形象了,0,train
