id,platform,text,label,pred,conf,verdict
T1262,tieba,男人的权利得不到维护重视，女人被惯坏，都是因为这些伪君子们作出来的,0,1,0.9999585151672363,ambiguous
T1194,tieba,当街抢女人,0,1,0.9998379945755005,ambiguous
T1101,tieba,什么男奴隶,0,1,0.9999666213989258,model_wrong
T1357,tieba,贴吧的人还是不如知乎的人明白。嫖娼我虽然不会去，因为我性冷淡。但国家对嫖娼的态度代表的是广大国男的性获取难度。你想想女性的性获取难度吧，再想想国男的,0,1,0.999956488609314,ambiguous
T1475,tieba,难就不找，离开异性活不了？想想自己有多少钱,0,1,0.9468413591384888,ambiguous
T1297,tieba,因为主流教育都是异性恋，如果他意识到了自己喜欢同性那肯定是觉醒；其实弯变直我知道以下几种，1境域性同性恋2双性恋3骗婚；如果还有其他的自然转变，那只能说是我不知道，毕竟历史上为了改变同性恋性取向做过很多实验，只有一个疑似成功但判定失败的，如果你真的观察到了，那我建议你可以写论文试试，也许会改变世界？,0,1,0.9382534623146057,ambiguous
T1214,tieba,两岸比讨好黑人,0,1,0.6919418573379517,ambiguous
T1187,tieba,这有一条公狗，鸡奸这个鸭子啊,0,1,0.9965195655822754,label_wrong
T1139,tieba,男人不过是最开始的“原型机”，上帝做完男人再做女人，本来想做改进版本，增加怀孕的能力。可惜做女性的时候材料严重不够了，所以女性的体型和脑子才比男人缩水一大截，除了怀孕，没有其他长处。,0,1,0.9997759461402893,label_wrong
T1320,tieba,太逞强好胜的女人实在是不可爱，这种自以为是的女权者总想着和男人一较高下。其实男女都有自己该做的事，不可能平等相等，争什么呢？有什么好争的？男人征服世界就拥有女人，女人征服男人就拥有世界，聪明的女人还是靠征服男人来拥有世界的。,0,1,0.9974538683891296,label_wrong
T1104,tieba,黑人绝不是什么弱势群体,0,1,0.9782513380050659,model_wrong
T1255,tieba,恶心到家了！,0,1,0.9999455213546753,model_wrong
T1486,tieba,这其实对女权造成不了打击，因为大多数男被害人，施加犯罪的人也是男的，这样反而让人笑话，给女权钻空子,0,1,0.9999631643295288,ambiguous
T1226,tieba,我们这里不管男的女的，如果不结婚就不能上族谱……虽然说现代也不在乎这些,0,1,0.540871798992157,model_wrong
T1112,tieba,另外什么邻国复仇？上一代部分人干的，现在日本人又没干，要复仇自己以前国人内杀自己人比日本人多几百倍，现在自己复仇一遍,0,1,0.9999452829360962,model_wrong
T1415,tieba,1、是图灵的成就和他的性取向根本就没有任何关系2、是在图灵生活的时期同性恋根本就是违法的，图灵被罚根本就不是因为他是同性恋，而是因为他违背法律。也就是说图灵在当时根本就是知法犯法。我不仅不会对图灵的遭遇有丝毫的同情，还要对图灵的违法行为予以追究。3、是图灵的自杀根本就是他自己选择的，当时的法院并没有逼他自杀。图灵违法接受惩罚是罪有应得，他受到惩罚根本就不是因为他是同性恋而是因为他违背法律。同性恋现在把图灵拉出来是什么意思？是鼓吹大家都应该违背法律吗？图灵的遭遇没有任何争议，也没有任何值得同情的地方。希望同性恋不要在打图灵牌来蛊惑人心了！,0,1,0.9840250611305237,label_wrong
T1328,tieba,好美的一出婊戏，闹事闹到985大学真是笑掉大牙不知道这位??精是哪个技校出身啊,1,0,0.9999363422393799,model_wrong
T1366,tieba,通讯录也不是什么好东西,1,0,0.7976826429367065,model_wrong
T1427,tieba,在所有??中确实算是好看的，建议直接送到动物园，或者让它回归大自然，人类社会不适合它。,1,0,0.9998687505722046,model_wrong
T1243,tieba,猎默人在行动，快，加入猎默的队伍吧。,1,0,0.9999605417251587,model_wrong
T1387,tieba,人形畜狌只有本能除了寄声就是寝犯种群铁律亘古不变真理只在射程之内,1,0,0.9885375499725342,model_wrong
T1442,tieba,因为黑人好色，所以只要是是美人计就来者不拒，再说它们智商很低,1,0,0.8768436312675476,model_wrong
T1014,tieba,笑死了我发了一篇贵物男拳帖被删了,1,0,0.5488853454589844,ambiguous
T1301,tieba,中国女人是被哪个古龙迷香给控制了大脑神经和思维阿。,1,0,0.9999467134475708,model_wrong
T1280,tieba,大家知道怎么让人没法关注我吗？有个叫蒋仁贵的黑咋种老是要关注我，也是无语了！,1,0,0.9999159574508667,model_wrong
T1362,tieba,能找个媳妇都不错了，天天这这那那的，心里没点哔数吗,1,0,0.9998424053192139,model_wrong
T1149,tieba,基佬纪实啊.,1,0,0.9989489912986755,model_wrong
T1174,tieba,已经连续给我推荐快5天了！这会中文的黑猩猩在我国神马地方？？！！,1,0,0.9999748468399048,model_wrong
T1193,tieba,这肥猪幕刃，怎么从屠宰场跑出来了,1,0,0.8536297082901001,model_wrong
T1080,tieba,建议这个幕狗自己买车差点忘了，幕狗连车轮子都买不起,1,0,0.9993807077407837,model_wrong
T1445,tieba,吧务和几个等级高的蛇鼠一窝，整天高强度巡逻删评，双标玩的飞起,1,0,0.9406557679176331,label_wrong
T1468,tieba,那么小号来来好好过来看你们国际鬼子虫类及其它们后代虫混的翻身做所谓人类又是怎样面貌,1,0,0.9928554892539978,model_wrong
T1234,tieba,这种喜欢用宫妃头像的，对半是有性别焦虑问题的通讯录。,2,0,0.9977142810821533,model_wrong
T1444,tieba,有个贵物同支持??农屠邮，却不知道??农也屠同,2,0,0.9374482035636902,model_wrong
T1003,tieba,这位不错了，在b站展示化妆和美颜的效果，也承认自己，可怕的是那些化妆开美颜就真的以为自己长那样的锅钕,2,0,0.9999791383743286,model_wrong
T1098,tieba,他的大小号经常在HIV吧约跑，前后两张图先后证明它感染HIV已经两年,2,0,0.9998164772987366,model_wrong
T1181,tieba,是这群人没有良好的审美，我们反同人士都喜欢秃头油腻大叔，这才叫帅，有男人味。,2,0,0.9993822574615479,model_wrong
T1021,tieba,最简单的判断方法是看看她有没有微博，小红书，豆瓣,2,0,0.9999732971191406,ambiguous
T1313,tieba,放假了，闲的没事干都跑来反对不存在的种族歧视了，别装了，等开学作业没写完你就惨了。哦对了，到时候你可以控诉老师对你种族歧视,2,0,0.8780214190483093,model_wrong
T1056,tieba,才不对亢让t们团结鼓励让t们风况捏参考棒子锅,2,0,0.9802497625350952,ambiguous
T1206,tieba,抛开事实不谈，新时代小仙女找个接盘的拳力都没有了？气冷抖,2,0,0.9997460246086121,model_wrong
T1345,tieba,猩猩都比黑??好看,2,0,0.9994439482688904,model_wrong
T1450,tieba,幕刃欠凌迟,2,0,0.6964143514633179,model_wrong
T1478,tieba,习惯就好小仙女都这样抬高自己贬低他人,2,0,0.9643982648849487,model_wrong
T1049,tieba,对不起，我就跟黑人杠上了,2,0,0.6012726426124573,ambiguous
T1298,tieba,旁人:我他么来的是动物园？,2,0,0.988515317440033,model_wrong
T1199,tieba,深柜竟是反同头子本人,2,0,0.9987163543701172,ambiguous
T1031,tieba,是啊，不去非洲采棉花可惜呢,2,0,0.8888329267501831,model_wrong
T0087,wb,哪个男的在火车上让你吸二手烟了，火车车厢禁止禁烟，违反规定都可以上黑名单了。还有床单褥毯是公共设施，不是你买的！经血能不能洗掉不是你我说了算的，得去洗了才知道。不是说女孩洗了几次呢吗！,0,1,0.971105694770813,model_wrong
T0001,wb,人家李荣浩都不稀得要你的费用 就是让你停止侵权  真是大气,0,1,0.9985951781272888,model_wrong
T0364,wb,骂他的肯定是单的粉丝啊。正常人都骂单,0,1,0.9991580247879028,model_wrong
T0137,wb,积怒已久,0,1,0.902088463306427,model_wrong
T0144,wb,有人骂他吗？#李荣浩抄袭# 查看3张图片,0,1,0.7145966291427612,model_wrong
T0332,wb,如果食品类公然售假，掺假的代价只是罚款，中国的食品安全就没救了！,0,1,0.9702824354171753,model_wrong
T0197,wb,太无敌了这个公关只会挑着有利的说啊！事实谁在乎？,0,1,0.9787065386772156,model_wrong
T0317,wb,别在这滑坡谬论了,0,1,0.9064753651618958,model_wrong
T0212,wb,早塌了，之前骂粉丝被告了,0,1,0.9970182180404663,model_wrong
T0456,wb,你和单什么关系？,0,1,0.5070076584815979,model_wrong
T0258,wb,好搞笑，那是不是意味着高铁厕所不用提供纸巾，因为你既然出行了就要自己带着啊,0,1,0.514594316482544,model_wrong
T0321,wb,都？,0,1,0.9689221382141113,model_wrong
T0158,wb,"如果你是女的，你可以不为此发声，但是你起码不应该在别人为女性争取正常权利的时候出来倒油。如果你是男的，那我只能说no period, no opinion",0,1,0.9343785047531128,ambiguous
T0006,wb,就算拉黑又咋了？换我我也拉黑你,0,1,0.6076217293739319,model_wrong
T0447,wb,人家李都说不行了，怎么去骂他？,0,1,0.6298158764839172,model_wrong
T0261,wb,哟哟哟 又对别人命令上了？别人想卖什么就卖什么，你要强买强卖啊,0,1,0.9987415671348572,model_wrong
T0186,wb,你除了B没有什么可以说的了，好好读书吧！至少考个大专,1,0,0.9997923970222473,model_wrong
T0437,wb,回去问你妈，看你妈抽不抽你就完事了。别在这丢人显眼,1,0,0.8219078779220581,model_wrong
T0078,wb,她刚刚承认了她是女生，她竟然是女生，她太自以为是了。。,1,0,0.9999608993530273,ambiguous
T0395,wb,笑晕了脑子被shi糊住了都,1,0,0.9860645532608032,model_wrong
T0346,wb,眼里没有他人的人你算什么公民？我什么时候说过我是仙女，又开始臆想了哈哈哈哈哈哈哈哈哈。狗叫什么,1,0,0.976300835609436,model_wrong
T0188,wb,上海人才是真的傲慢,1,0,0.9977008700370789,model_wrong
T0291,wb,神经病一样,1,0,0.790117084980011,ambiguous
T0409,wb,别这么懒自己找着看行吗，别乞讨,1,0,0.7920148372650146,ambiguous
T0142,wb,当事人怕是才脑子有问题吧，看了她的小红书，,1,0,0.9568251967430115,model_wrong
T0296,wb,面相就是纵欲过度的感觉，适合演西门庆,1,0,0.9852938055992126,model_wrong
T0117,wb,有理不在话多，法院审判你都不认，你还有什么资格跟我说话呢，太无知了,1,0,0.797728419303894,ambiguous
T0381,wb,哈哈哈然后今天反转了，兰州客运做个人吧,1,0,0.9999210834503174,label_wrong
T0116,wb,面相就是那种城府特别深的那种类似吴秀波玩女人还白玩甚至送监狱去的,1,0,0.9948575496673584,model_wrong
T0318,wb,没事，我妈死不了，你的 bro 死的僵硬僵的,1,0,0.9425440430641174,model_wrong
T0156,wb,说白了就是嫌她唱的难听    让她闭嘴不要再唱了,1,0,0.9998582601547241,ambiguous
T0095,wb,bro最好别呼吸免得污染了空气，bro呼出来的二氧化碳可比经血脏，因为整个人都脏,1,0,0.9932348132133484,model_wrong
T0277,wb,难不成给你卖萌这语气会让你姨妈侧漏吗,2,0,0.9872671961784363,model_wrong
T0308,wb,我刚想说，太绿茶了,2,0,0.9946370720863342,model_wrong
T0491,wb,看完消息气得我怀的十胞胎流产了 如果能处理好，我愿意生50个小孩 #女子月经弄脏火车卧铺被让赔180元#,2,0,0.9999676942825317,ambiguous
T0166,wb,哈哈 是阴蚀王,2,0,0.9898332357406616,ambiguous
T0094,wb,监控发出来看看，笑了,2,0,0.999754011631012,label_wrong
T0419,wb,哈哈哈，跟那啥了一样。。。,2,0,0.9999641180038452,label_wrong
T0311,wb,她自己多写几首歌吧 怎么到处问别人要版权？也是改编翻唱？,2,0,0.9999650716781616,label_wrong
T0492,wb,那她当总监制的意义是…？别什么责任都推给别人，一说就是工作室的错，她彩排完全不清楚有没有得到授权？联系原创作者有没有签约文件她不知道？,2,0,0.999971866607666,label_wrong
T0328,wb,最适合演西门庆。,2,0,0.999967098236084,ambiguous
T0189,wb,哈喽？单依纯侵权在先哦还要人好声好气好脸色吗？原来单依纯是公主吗？,2,0,0.9542268514633179,label_wrong
T0473,wb,你好像听不懂人话,2,0,0.9885584115982056,model_wrong
T0233,wb,意思就是，我就要打你，打完给钱就完事儿了呗,2,0,0.9965564012527466,ambiguous
T0250,wb,我不替三洗白，谁替三洗白谁是三,2,0,0.8830310106277466,model_wrong
T0046,wb,评论下面某些人的立体防御真是师承lrh以为先把人拉黑自己说的一通梦话就成真理了吗,2,0,0.9999442100524902,label_wrong
T0417,wb,小心我给你一块新鲜姨妈巾,2,0,0.9999521970748901,model_wrong
T0286,wb,你又在这儿突出你的特殊了吗？就要表现点与正常人不一样的思想吗？,2,0,0.9767048954963684,ambiguous
T0673,xhs,脸上戴个铁裤衩？,0,1,0.9971580505371094,model_wrong
T0596,xhs,掉好感,0,1,0.9333729147911072,model_wrong
T0866,xhs,普通人好命苦，心情美美地发美照到网上，一上网发现自己被弄成恶毒npc,0,1,0.9992133378982544,model_wrong
T0915,xhs,哎什么鬼,0,1,0.910804808139801,model_wrong
T0810,xhs,被贴脸了怎么骂,0,1,0.9890137314796448,model_wrong
T0671,xhs,他们挣钱还是太容易了,0,1,0.607697606086731,model_wrong
T0670,xhs,普通人看来，她是在炫富,0,1,0.9966773986816406,model_wrong
T0544,xhs,挺洗脑的,0,1,0.9847958087921143,model_wrong
T0677,xhs,罪恶躺椅,0,1,0.999523401260376,model_wrong
T0541,xhs,人家这个接天花板的收入都难以生娃养家，所以我们大众就更难有结婚生娃的动力了,0,1,0.7754577398300171,model_wrong
T0698,xhs,什么时候才能意识到，他们哭穷大家共情不了的原因是大家也过的很苦，要做的不是去骂他们，而是给工薪阶层涨工资呢，他的钱在北京生活都难了，那普通人呢，批评他们显的自己老高尚，也没见给普通人涨工资啊,0,1,0.9998935461044312,model_wrong
T0920,xhs,"哎 
算了",0,1,0.6098617315292358,model_wrong
T0615,xhs,我穷的一个星期只喝的起一次奶茶。吐槽对象是吃低保的人肯定要骂我，但是我对着普通人或者比我有钱的人吐槽，是不是就正常了。,0,1,0.9477377533912659,model_wrong
T0669,xhs,明星没钱了来找老百姓哭穷，那老百姓没钱了找谁哭穷啊,0,1,0.8792234063148499,model_wrong
T0588,xhs,咋那么吓人,0,1,0.9996871948242188,model_wrong
T0870,xhs,国家不是打击炫富吗选择性打击是吧,0,1,0.9999419450759888,model_wrong
T0758,xhs,戏精,1,0,0.9982732534408569,ambiguous
T0679,xhs,这些戏子啊,1,0,0.9981928467750549,ambiguous
T0891,xhs,好嗲，是不是想嘬父亲的??眼了。。,1,0,0.9095458984375,model_wrong
T0546,xhs,大马猴吗这不,1,0,0.9937875270843506,model_wrong
T0667,xhs,老铁，p的时候想的是人吗,1,0,0.9998424053192139,model_wrong
T0599,xhs,加了不同意 然后我营地又骂不回去 气死人了,1,0,0.9950466156005859,label_wrong
T0796,xhs,他怎么还不离开这个男的啊我艹,1,0,0.9986973404884338,label_wrong
T0882,xhs,已经不是一个阶层了。唠嗑是个技术活。她这话对身边同阶层的亲人朋友说一点没毛病，万万不该对我们说,1,0,0.9999010562896729,label_wrong
T0772,xhs,青面獠牙,1,0,0.7257241606712341,model_wrong
T0565,xhs,笑死,1,0,0.9998594522476196,label_wrong
T0980,xhs,可以出栏了,1,0,0.9998947381973267,model_wrong
T0735,xhs,闫学晶不是得罪了天下没有什么用的网友，是她实话实说让路有冻死骨实锤了[666][龇牙][爱心],1,0,0.9996697902679443,label_wrong
T0574,xhs,这还不是最难听的部分……我也是手贱，去搜了,1,0,0.9089269638061523,label_wrong
T0553,xhs,马喽,1,0,0.6654009819030762,ambiguous
T0651,xhs,见过人吗？,1,0,0.9980990290641785,model_wrong
T0512,xhs,什么玩意儿 吓死本宝宝了,1,0,0.9967004656791687,ambiguous
T0852,xhs,开门！超自然研究所！,2,0,0.9999449253082275,model_wrong
T0792,xhs,吃穿全用进口的能多活几十年吗，这也不是必需的，是他们自己的选择吧,2,0,0.9953953623771667,label_wrong
T0788,xhs,之前不知道唱成什么样，现在，只能说，求李荣浩的心理阴影面积,2,0,0.9999527931213379,label_wrong
T0505,xhs,不住她受不了，就是属于以前一直过的很好的生活，突然这两年钱少了点就受不了了,2,0,0.9996577501296997,label_wrong
T0883,xhs,可以当我的吉他拨片。。,2,0,0.9997827410697937,ambiguous
T0985,xhs,她大概率是演的吧觉得这样能显得自己在享受舞台很有松弛感的感觉,2,0,0.9999394416809082,label_wrong
T0584,xhs,就这？李荣浩还是太客气了,2,0,0.9998206496238708,label_wrong
T0587,xhs,你直接去拿胖东来的。莲藕去检测 肯定有问题,2,0,0.9999566078186035,label_wrong
T0561,xhs,学音乐吧，弹吉他时应该很有头绪,2,0,0.9999209642410278,label_wrong
T0834,xhs,你长这样就不能你想怎样就怎样,2,0,0.9314349889755249,model_wrong
T0709,xhs,这世界如她所愿，她??了,2,0,0.9997777342796326,ambiguous
T0955,xhs,白瞎了一对梨涡,2,0,0.9926851987838745,ambiguous
T0537,xhs,吓死我了，我以为AI也要参加艺考了,2,0,0.9999651908874512,ambiguous
T0798,xhs,集齐六张脸可以凑个披萨??,2,0,0.9999682903289795,ambiguous
T0900,xhs,怪不得李荣浩忍不了……我也是闲得慌来搜她唱的李白，前面那几下扭得还以为被仙家上身了,2,0,0.9999790191650391,label_wrong
T0515,xhs,黄子弘凡，外星人和付航的长相,2,0,0.999974250793457,ambiguous
T1731,zhihu,你搁这叠buff呢？,0,1,0.8457294702529907,model_wrong
T1549,zhihu,山东人全国都是了？,0,1,0.982032835483551,model_wrong
T1614,zhihu,我也是直男，我们要保护他们。通过百科了解到，导致同性恋最主要的因素与童年家庭环境和个人遭遇有关，次要的才是基因，这种心理上的变化我们应该多一些理解。但是我反对全民提倡和支持同性恋，以后要是把异性恋掰弯了我们人类就灭亡了。,0,1,0.9845933318138123,ambiguous
T1771,zhihu,有些是真的怕民族分裂，国家灭亡，种族替换,0,1,0.9058883190155029,ambiguous
T1612,zhihu,看了，男拳女拳还真是旗鼓相当。,0,1,0.983983039855957,model_wrong
T1680,zhihu,因为洛阳跟西安的利益冲突（旅游方面），陕西那边有组织的对河南地域黑，河南对陕西也有同样的对骂，这都是人尽皆知的事了，还给陕西扣帽子？,0,1,0.9998644590377808,model_wrong
T1748,zhihu,你们以一个小群体的行为，来攻击全国女性，就站得住脚了？,0,1,0.9979290962219238,model_wrong
T1600,zhihu,别问，问就是不答应。哦，我光棍，光棍我也不答应。,0,1,0.9995824694633484,model_wrong
T1634,zhihu,不和你争了。但是有一点你百度一下，艾滋病在潜伏期是可以查出来的，安慰了黑人之后，去医院查一下，不要害人。,0,1,0.9999620914459229,ambiguous
T1552,zhihu,河南地域黑是最严重的,0,1,0.999950647354126,model_wrong
T1879,zhihu,中国传统文化就是婚嫁随男方，女性不属于原生家庭，加上一些重男轻女的传统文化，所以对家族很难有归属感，别怪谁。我对我爸村里整个家族没归属感，对我的姓没归属感，家里一切都是我哥的，我没结婚的时候就不是我家了，回去就是做客，还要自己干活，走礼走最重礼的客人。我妈死了我不能去坟里上坟的。我老家和我老公家相差千里，我也不熟，但是以后会去我老公那边养老，我老家的地房都是我哥的，我在老家没有容身之处。网友会说我这种没有领地意识吗？怪谁呢？,0,1,0.999492883682251,model_wrong
T1720,zhihu,网络上的理性没有任何意义??答主，你的让步只会被他们视为软弱和默认他们所说的话，毕竟不是所有人面对理性都会变理性，你可能换来的是变本加厉和得寸进尺。,0,1,0.9830922484397888,model_wrong
T1778,zhihu,补充一下，不只是黑人，只要是找过外国人的我都不能接受,0,1,0.8800634145736694,label_wrong
T1991,zhihu,如果各位不想被地域黑，同样地，对别的地区也不要地域黑,0,1,0.9534773826599121,model_wrong
T1686,zhihu,因为社会主力还是60-80年代的人 有家室 怕连累家人 可惜90 00这代人结婚率低 过几年排黑就会蔓延到生活中了,0,1,0.6879590749740601,ambiguous
T1606,zhihu,这个真不用承认，种族歧视是一个国家内部的，美国可以说，中国自古以来就没有黑人在这儿繁衍生息，哪儿来的种族歧视？他们也不是中国人，咱就是看不惯也理所应当,0,1,0.999879002571106,label_wrong
T1770,zhihu,陕西没有存在感，一边凉快去,1,0,0.9994008541107178,model_wrong
T1929,zhihu,混血儿过去不是叫杂种么,1,0,0.987722635269165,model_wrong
T1972,zhihu,可拉倒吧，打小报告都来了，你们思政指导都是吃干饭的是吧？还小报告。怕是成天嘴不干净找挨揍的主??编也编像点，这长那长的找你谈话就不嘚瑟了??,1,0,0.6168059706687927,model_wrong
T1766,zhihu,他们就是这样，一脸饥渴样，完全想不明白有的女人能接受，我不说别的，不嫌弃丑吗？,1,0,0.80982905626297,model_wrong
T1583,zhihu,佳木斯贼城全国有名,1,0,0.999855637550354,model_wrong
T1608,zhihu,他是说黑人器大活好，没说rap，那里越黑和粗越会让女性产生原始冲动??,1,0,0.997663140296936,model_wrong
T1692,zhihu,你这个南满，大凉山欢迎你,1,0,0.9999780654907227,model_wrong
T1857,zhihu,浙南：不想被代表。,1,0,0.9927842617034912,label_wrong
T1632,zhihu,可是我真的很喜欢东北人啊……东北人永远都代表着他们热情、爽快、好客啊,1,0,0.9993970394134521,label_wrong
T1610,zhihu,以前还有个问题是男人全部阵亡，女人还有必要反抗吗，那里面的回答真是让我叹为观止女性能顶半边天？我tui！,1,0,0.5465148091316223,model_wrong
T1886,zhihu,你也挺脏的，泼脏水记得别用不确定语气。你父亲也是在过程中认识你的母亲的吗,1,0,0.7539726495742798,model_wrong
T1961,zhihu,犯我河南者，有井无盖,1,0,0.7406558990478516,ambiguous
T1660,zhihu,有本事别匿名 让大家看看你是哪的??,1,0,0.9999630451202393,model_wrong
T1615,zhihu,主动进笼子的，基本就不应该算人了，当然不应该还算什么女孩子,1,0,0.9998925924301147,model_wrong
T1663,zhihu,说自己家乡话哪来的秀优越感？这是自卑心理作怪的结果,1,0,0.8975176215171814,ambiguous
T1679,zhihu,是的，二鬼子征的女大学生慰安妇。牺牲一代妇女，振兴?,1,0,0.9956101775169373,model_wrong
T1882,zhihu,又是应了那句老话，认真你就输了。人类真是复读机，租鸡青一了解一下？（开玩笑的）,2,0,0.8704217672348022,ambiguous
T1640,zhihu,是啊，好奇怪，这是为什么呢？我觉得是经费没覆盖，得加钱??,2,0,0.9999655485153198,label_wrong
T1877,zhihu,那些人觉得认可同就是zzzq，反正我是恐同的，只能说我讨厌他们，不想和他们接触，但我也不会出言侮辱他们，不是一个世界的人，大家各活各的就行了。,2,0,0.8918126225471497,model_wrong
T1510,zhihu,有能耐别拿我每个月扣的个人所得税在那好大喜功啊，别拿资源说事，你几百亿投下去，人家几十万美金搞一场政变就能让你所谓的资源打水漂，哪有什么兄弟之情，还不是利益,2,0,0.6813949942588806,label_wrong
T1954,zhihu,苏南浙北还能算闺蜜上海可不能说是闺蜜了，那是爹,2,0,0.9999743700027466,label_wrong
T1893,zhihu,异性恋不需要你尊重啊，这是世界上每个生物正常的生物本能。,2,0,0.9999569654464722,model_wrong
T1822,zhihu,自己得不到，也不想让别人得到，这是人性啊。,2,0,0.9999663829803467,label_wrong
T1577,zhihu,我觉得有些人在故意搞事情。这种方式很明显是美分。。。??,2,0,0.9599795937538147,label_wrong
T1823,zhihu,你这是猎奇心理作怪了，本身你说的这种在gay圈子里都算重口了，像gay也受不了舔女人那里的也不会刻意去搜来看,2,0,0.5474851727485657,ambiguous
T1872,zhihu,有娶黑女的，生下的小孩也是小黑孩??,2,0,0.9995835423469543,model_wrong
T1814,zhihu,可关键是，俄罗斯和中东或是其他国家的女性大部分都比你们好看呀?? 看好了我说的是大部分，所以即使不是发达国家又怎样，以后中国发展的更好了，到时候我们会更有自信啊。毕竟，人种论已经辟谣了，我们不会再自卑的弯下腰了。起码就我来说，因为疫情只能聊天，我在长岛已经有了当地的女朋友了????，反正应该比你这种好看千倍，不信我还可以发照片。??,2,0,0.9999690055847168,model_wrong
T1971,zhihu,添油战术不行，捐个班子过去吧，纯上海人上??,2,0,0.9995611310005188,ambiguous
T1965,zhihu,它们网络战斗力爆表，但凡稍有冒犯，必定要跳起来打你的膝盖,2,0,0.9971133470535278,model_wrong
T1775,zhihu,这个我还真不知道，但是有那种基因的人挺矛盾的，他既能繁衍又不想繁衍，最有趣的是，这种人的基因竟然还能世代流传直到现在，说明还有很多这样的人没被掰弯，细思极恐。,2,0,0.9489563703536987,model_wrong
T1639,zhihu,大什么V，真大V你可以搜余澄空和城市猎人，贺仙，鼎天立地，现在知乎右派有几个不宣传外娶的，我就是个弟弟，回答赞数不少粉丝却不多，这个又不赚钱，纯属义务行为，看不得同为中国男性却搁这跟国女面前受罪??,2,0,0.9898013472557068,model_wrong
T1838,zhihu,13襄金边了是吧？,2,0,0.9999276399612427,ambiguous
